genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_001509475.1,PRJNA238534,ASM150947v1,Contig,na,SAMN03327473,2016-01-08,GCA_001509475.1,full,Streptomyces,Streptomyces regalis (high GC Gram+),GCF_001509475.1,Representative Genome,yes,major,regalis,NRRL 3151,University of Illinois at Urbana-Champaign,68262
GCF_001509485.1,PRJNA238534,ASM150948v1,Contig,na,SAMN03327485,2016-01-08,GCA_001509485.1,full,Streptomyces,Streptomyces sp. NRRL F-4489 (high GC Gram+),GCF_001509485.1,,yes,major,sp.,NRRL F-4489,University of Illinois at Urbana-Champaign,1609095
GCF_001509505.1,PRJNA238534,ASM150950v1,Contig,na,SAMN03327493,2016-01-08,GCA_001509505.1,full,Streptomyces,Streptomyces sp. NRRL S-1521 (high GC Gram+),GCF_001509505.1,,yes,major,sp.,NRRL S-1521,University of Illinois at Urbana-Champaign,1609100
GCF_001509565.1,PRJNA238534,ASM150956v1,Contig,na,SAMN03327495,2016-01-08,GCA_001509565.1,full,Streptomyces,Streptomyces albidoflavus (high GC Gram+),GCF_001509565.1,,yes,major,albidoflavus,NRRL WC-3066,University of Illinois at Urbana-Champaign,1886
GCF_001509775.1,PRJNA238534,ASM150977v1,Contig,na,SAMN03327491,2016-01-08,GCA_001509775.1,full,Streptomyces,Streptomyces violaceusniger (high GC Gram+),GCF_001509775.1,,yes,major,violaceusniger,NRRL F-8817,University of Illinois at Urbana-Champaign,68280
GCF_001509785.1,PRJNA238534,ASM150978v1,Contig,na,SAMN03327496,2016-01-08,GCA_001509785.1,full,Streptomyces,Streptomyces sp. NRRL WC-3604 (high GC Gram+),GCF_001509785.1,,yes,major,sp.,NRRL WC-3604,University of Illinois at Urbana-Champaign,1609102
GCF_001509795.1,PRJNA238534,ASM150979v1,Contig,na,SAMN03327497,2016-01-08,GCA_001509795.1,full,Streptomyces,Streptomyces sp. NRRL WC-3605 (high GC Gram+),GCF_001509795.1,,yes,major,sp.,NRRL WC-3605,University of Illinois at Urbana-Champaign,1609103
GCF_001513955.1,PRJNA299220,ASM151395v1,Scaffold,na,SAMN04193342,2016-01-13,GCA_001513955.1,full,Streptomyces,Streptomyces pseudovenezuelae (high GC Gram+),GCF_001513955.1,Representative Genome,yes,major,pseudovenezuelae,DSM 40212,Bielefeld University,67350
GCF_001513965.1,PRJNA299219,ASM151396v1,Scaffold,na,SAMN04193341,2016-01-13,GCA_001513965.1,full,Streptomyces,Streptomyces cellostaticus (high GC Gram+),GCF_001513965.1,Representative Genome,yes,major,cellostaticus,DSM 40189,Bielefeld University,67285
GCF_001513975.1,PRJNA299217,ASM151397v1,Scaffold,na,SAMN04193339,2016-01-13,GCA_001513975.1,full,Streptomyces,Streptomyces curacoi (high GC Gram+),GCF_001513975.1,Representative Genome,yes,major,curacoi,DSM 40107,Bielefeld University,146536
GCF_001513985.1,PRJNA299218,ASM151398v1,Scaffold,na,SAMN04193340,2016-01-13,GCA_001513985.1,full,Streptomyces,Streptomyces griseorubiginosus (high GC Gram+),GCF_001513985.1,,yes,major,griseorubiginosus,DSM 40125,Bielefeld University,67304
GCF_001514035.1,PRJNA299221,ASM151403v1,Scaffold,na,SAMN04193343,2016-01-13,GCA_001514035.1,full,Streptomyces,Streptomyces yokosukanensis (high GC Gram+),GCF_001514035.1,Representative Genome,yes,major,yokosukanensis,DSM 40224,Bielefeld University,67386
GCF_001514045.1,PRJNA299222,ASM151404v1,Scaffold,na,SAMN04193344,2016-01-13,GCA_001514045.1,full,Streptomyces,Streptomyces canus (high GC Gram+),GCF_001514045.1,,yes,major,canus,DSM 40275,Bielefeld University,58343
GCF_001514055.1,PRJNA299223,ASM151405v1,Scaffold,na,SAMN04193345,2016-01-13,GCA_001514055.1,full,Streptomyces,Streptomyces corchorusii (high GC Gram+),GCF_001514055.1,Representative Genome,yes,major,corchorusii,DSM 40340,Bielefeld University,1903
GCF_001514065.1,PRJNA299224,ASM151406v1,Scaffold,na,SAMN04193346,2016-01-13,GCA_001514065.1,full,Streptomyces,Streptomyces antibioticus (high GC Gram+),GCF_001514065.1,Representative Genome,yes,major,antibioticus,DSM 40234,Bielefeld University,1890
GCF_001514115.1,PRJNA299225,ASM151411v1,Scaffold,na,SAMN04193347,2016-01-13,GCA_001514115.1,full,Streptomyces,Streptomyces olivochromogenes (high GC Gram+),GCF_001514115.1,,yes,major,olivochromogenes,DSM 40451,Bielefeld University,1963
GCF_001514125.1,PRJNA299227,ASM151412v1,Scaffold,na,SAMN04193348,2016-01-13,GCA_001514125.1,full,Streptomyces,Streptomyces longwoodensis (high GC Gram+),GCF_001514125.1,Representative Genome,yes,major,longwoodensis,DSM 41677,Bielefeld University,68231
GCF_001514135.1,PRJNA299228,ASM151413v1,Scaffold,na,SAMN04193349,2016-01-13,GCA_001514135.1,full,Streptomyces,Streptomyces avermitilis (high GC Gram+),GCF_001514135.1,,yes,major,avermitilis,DSM 46492,Bielefeld University,33903
GCF_001514145.1,PRJNA299229,ASM151414v1,Scaffold,na,SAMN04193350,2016-01-13,GCA_001514145.1,full,Streptomyces,Streptomyces canus (high GC Gram+),GCF_001514145.1,Representative Genome,yes,major,canus,DSM 40017,Bielefeld University,58343
GCF_001514195.1,PRJNA299230,ASM151419v1,Scaffold,na,SAMN04193351,2016-01-13,GCA_001514195.1,full,Streptomyces,Streptomyces griseorubiginosus (high GC Gram+),GCF_001514195.1,,yes,major,griseorubiginosus,DSM 40469,Bielefeld University,67304
GCF_001514205.1,PRJNA299232,ASM151420v1,Scaffold,na,SAMN04193353,2016-01-13,GCA_001514205.1,full,Streptomyces,Streptomyces griseoruber (high GC Gram+),GCF_001514205.1,Representative Genome,yes,major,griseoruber,DSM 40281,Bielefeld University,1943
GCF_001514215.1,PRJNA299233,ASM151421v1,Scaffold,na,SAMN04193354,2016-01-13,GCA_001514215.1,full,Streptomyces,Streptomyces bungoensis (high GC Gram+),GCF_001514215.1,Representative Genome,yes,major,bungoensis,DSM 41781,Bielefeld University,285568
GCF_001514235.1,PRJNA299234,ASM151423v1,Scaffold,na,SAMN04193355,2016-01-13,GCA_001514235.1,full,Streptomyces,Streptomyces caeruleatus (high GC Gram+),GCF_001514235.1,Representative Genome,yes,major,caeruleatus,NRRL B-24802,Bielefeld University,661399
GCF_001514265.1,PRJNA299235,ASM151426v1,Scaffold,na,SAMN04193356,2016-01-13,GCA_001514265.1,full,Streptomyces,Streptomyces resistomycificus (high GC Gram+),GCF_001514265.1,Representative Genome,yes,major,resistomycificus,DSM 40133,Bielefeld University,67356
GCF_001514285.1,PRJNA299231,ASM151428v1,Scaffold,na,SAMN04193352,2016-01-13,GCA_001514285.1,full,Streptomyces,Streptomyces sp. DSM 15324 (high GC Gram+),GCF_001514285.1,,yes,major,sp.,DSM 15324,Bielefeld University,1739111
GCF_001514305.1,PRJNA299236,ASM151430v1,Scaffold,na,SAMN04193357,2016-01-13,GCA_001514305.1,full,Streptomyces,Streptomyces dysideae (high GC Gram+),GCF_001514305.1,Representative Genome,yes,major,dysideae,RV15,Bielefeld University,909626
GCF_001517125.1,PRJNA306875,ASM151712v1,Contig,na,SAMN04365298,2016-01-19,GCA_001517125.1,full,Streptomyces,Streptomyces canus (high GC Gram+),GCF_001517125.1,,yes,major,canus,C-509,McMaster University,58343
GCF_001531145.1,PRJNA308156,ASM153114v1,Scaffold,na,SAMN04387707,2016-01-22,GCA_001531145.1,full,Streptomyces,Streptomyces sp. IMTB 1903 (high GC Gram+),GCF_001531145.1,,yes,major,sp.,IMTB 1903,Institute of Microbial Technology,1776680
GCF_001541145.1,PRJNA238534,ASM154114v1,Contig,na,SAMN03327484,2016-01-26,GCA_001541145.1,full,Streptomyces,Streptomyces albus subsp. albus (high GC Gram+),GCF_001541145.1,,yes,major,albus,NRRL F-4371,University of Illinois at Urbana-Champaign,67257
GCF_001542625.1,PRJNA307132,ASM154262v2,Complete Genome,na,SAMN04375936,2016-07-05,GCA_001542625.2,full,Streptomyces,Streptomyces griseochromogenes (high GC Gram+),GCF_001542625.1,Representative Genome,yes,major,griseochromogenes,ATCC 14511,China National Rice Research Institute,68214
GCF_001550215.1,PRJNA309593,ASM155021v1,Contig,na,SAMN04437011,2016-02-05,GCA_001550215.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001550215.1,,yes,major,scabiei,85-08,University of Florida,1930
GCF_001550225.1,PRJNA309594,ASM155022v1,Contig,na,SAMN04437012,2016-02-05,GCA_001550225.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001550225.1,,yes,major,scabiei,95-18,University of Florida,1930
GCF_001550235.1,PRJNA309706,ASM155023v1,Contig,na,SAMN04439349,2016-02-05,GCA_001550235.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001550235.1,,yes,major,scabiei,96-08,University of Florida,1930
GCF_001550245.1,PRJNA309839,ASM155024v1,Contig,na,SAMN04440839,2016-02-05,GCA_001550245.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001550245.1,,yes,major,scabiei,84-34,University of Florida,1930
GCF_001550295.1,PRJNA309853,ASM155029v1,Contig,na,SAMN04441030,2016-02-05,GCA_001550295.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001550295.1,,yes,major,scabiei,96-15,University of Florida,1930
GCF_001550315.1,PRJNA309851,ASM155031v1,Contig,na,SAMN04441028,2016-02-05,GCA_001550315.1,full,Streptomyces,Streptomyces sp. 96-12 (high GC Gram+),GCF_001550315.1,,yes,major,sp.,96-12,University of Florida,1789652
GCF_001550325.1,PRJNA309848,ASM155032v1,Contig,na,SAMN04441019,2016-02-05,GCA_001550325.1,full,Streptomyces,Streptomyces europaeiscabiei (high GC Gram+),GCF_001550325.1,,yes,major,europaeiscabiei,89-04,University of Florida,146819
GCF_001550375.1,PRJNA309850,ASM155037v1,Contig,na,SAMN04441027,2016-02-05,GCA_001550375.1,full,Streptomyces,Streptomyces europaeiscabiei (high GC Gram+),GCF_001550375.1,,yes,major,europaeiscabiei,96-14,University of Florida,146819
GCF_001553435.1,PRJDB3202,ASM155343v1,Scaffold,na,SAMD00021056,2016-02-02,GCA_001553435.1,full,Streptomyces,Streptomyces hygroscopicus subsp. hygroscopicus (high GC Gram+),GCF_001553435.1,,yes,major,hygroscopicus,NBRC 16556,National Institute of Technology and Evaluation Biological Resource Center,68042
GCF_001553455.1,PRJDB3201,ASM155345v1,Contig,na,SAMD00022817,2016-02-02,GCA_001553455.1,full,Streptomyces,Streptomyces hygroscopicus subsp. hygroscopicus (high GC Gram+),GCF_001553455.1,,yes,major,hygroscopicus,NBRC 13472,National Institute of Technology and Evaluation Biological Resource Center,68042
GCF_001553475.1,PRJDB3203,ASM155347v1,Contig,na,SAMD00022818,2016-02-02,GCA_001553475.1,full,Streptomyces,Streptomyces hygroscopicus subsp. hygroscopicus (high GC Gram+),GCF_001553475.1,,yes,major,hygroscopicus,NBRC 12859,National Institute of Technology and Evaluation Biological Resource Center,68042
GCF_001570645.1,PRJDB3204,ASM157064v1,Scaffold,na,SAMD00040622,2016-02-03,GCA_001570645.1,full,Streptomyces,Streptomyces hygroscopicus subsp. hygroscopicus (high GC Gram+),GCF_001570645.1,,yes,major,hygroscopicus,NBRC 100766,National Institute of Technology and Evaluation Biological Resource Center,68042
GCF_001572115.1,PRJNA309426,ASM157211v1,Contig,na,SAMN04432926,2016-02-24,GCA_001572115.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001572115.1,,yes,major,scabiei,84-232,University of Florida,1930
GCF_001577385.1,PRJNA295319,ASM157738v1,Complete Genome,na,SAMN04053756,2016-02-29,GCA_001577385.1,full,Streptomyces,Streptomyces albidoflavus (high GC Gram+),GCF_001577385.1,,yes,major,albidoflavus,SM254,University of Minnesota,1886
GCF_001579685.1,PRJNA309703,ASM157968v1,Contig,na,SAMN04438373,2016-03-03,GCA_001579685.1,full,Streptomyces,Streptomyces scabiei (high GC Gram+),GCF_001579685.1,,yes,major,scabiei,96-06,University of Florida,1930
GCF_001590865.1,PRJDB3538,ASM159086v1,Scaffold,na,SAMD00026621,2016-02-22,GCA_001590865.1,full,Streptomyces,Streptomyces sp. NBRC 110611 (high GC Gram+),GCF_001590865.1,,yes,major,sp.,NBRC 110611,National Institute of Technology and Evaluation Biological Resource Center,1621259
GCF_001592685.1,PRJNA308581,ASM159268v1,Contig,na,SAMN04397504,2016-03-15,GCA_001592685.1,full,Streptomyces,Streptomyces sp. WAC04657 (high GC Gram+),GCF_001592685.1,,yes,major,sp.,WAC04657,University of Toronto,1779145
GCF_001595515.1,PRJNA305945,ASM159551v1,Scaffold,na,SAMN04335756,2016-03-21,GCA_001595515.1,full,Streptomyces,Streptomyces sp. CC71 (high GC Gram+),GCF_001595515.1,,yes,major,sp.,CC71,CINVESTAV-Langebio,1770211
GCF_001598115.1,PRJNA236074,ASM159811v2,Complete Genome,na,SAMN03448045,2021-03-31,GCA_001598115.2,full,Streptomyces,Streptomyces sp. AgN23 (high GC Gram+),GCF_001598115.1,,yes,major,sp.,AgN23,UMR 5546 CNRS UPS,1188315
GCF_001611795.1,PRJNA316940,ASM161179v1,Complete Genome,na,SAMN04592628,2016-04-06,GCA_001611795.1,full,Streptomyces,Streptomyces qaidamensis (high GC Gram+),GCF_001611795.1,Representative Genome,yes,major,qaidamensis,S10,Chinese Academy of Sciences,1783515
GCF_001625365.1,PRJNA295235,ASM162536v1,Contig,na,SAMN04044472,2016-04-21,GCA_001625365.1,full,Streptomyces,Streptomyces sp. MJM8645 (high GC Gram+),GCF_001625365.1,,yes,major,sp.,MJM8645,"National Academy of Agricultural Science, Rural Development Adminstration",1120523
GCF_001632865.1,PRJNA298666,ASM163286v1,Complete Genome,na,SAMN04160834,2016-04-27,GCA_001632865.1,full,Streptomyces,Streptomyces ambofaciens (high GC Gram+),GCF_001632865.1,,yes,major,ambofaciens,DSM 40697,Universite de Lorraine,1889
GCF_001636945.2,PRJNA319451,ASM163694v2,Complete Genome,na,SAMN04892703,2023-03-16,GCA_001636945.2,full,Streptomyces,Streptomyces sp. FXJ1.172 (high G+C Gram-positive bacteria),GCF_001636945.2,,yes,major,sp.,FXJ1.172,"Institute of Microbiology, Chinese Academy of Sciences",710705
GCF_001640565.1,PRJNA319588,ASM164056v1,Scaffold,na,SAMN04901306,2016-05-09,GCA_001640565.1,full,Streptomyces,Streptomyces sp. RTd22 (high GC Gram+),GCF_001640565.1,,yes,major,sp.,RTd22,Faculdade de Ciencias Farmaceuticas de Ribeirao Preto - University of Sao Paulo,1841249
GCF_001642695.1,PRJNA315815,ASM164269v2,Scaffold,na,SAMN04570437,2020-03-18,GCA_001642695.2,full,Streptomyces,Streptomyces chilikensis (high GC Gram+),GCF_001642695.1,Representative Genome,yes,major,chilikensis,RC 1830,"KIIT School of Biotechnology, KIIT University",1194079
GCF_001642995.1,PRJNA305383,ASM164299v1,Contig,na,SAMN04325095,2016-05-12,GCA_001642995.1,full,Streptomyces,Streptomyces jeddahensis (high GC Gram+),GCF_001642995.1,Representative Genome,yes,major,jeddahensis,G25,Goettingen Genomics Laboratory,1716141
GCF_001646665.1,PRJNA317587,ASM164666v1,Scaffold,na,SAMN04621598,2016-05-18,GCA_001646665.1,full,Streptomyces,Streptomyces albulus (high GC Gram+),GCF_001646665.1,,yes,major,albulus,B-3066,University of Illinois at Urbana-Champaign,68570
GCF_001650215.1,PRJNA320307,ASM165021v1,Complete Genome,na,SAMN04901306,2016-05-23,GCA_001650215.1,full,Streptomyces,Streptomyces sp. RTd22 (high GC Gram+),GCF_001650215.1,,yes,major,sp.,RTd22,Faculdade de Ciencias Farmaceuticas de Ribeirao Preto - University of Sao Paulo,1841249
GCF_001652895.1,PRJDB3206,ASM165289v1,Scaffold,na,SAMD00020875,2016-05-06,GCA_001652895.1,full,Streptomyces,Streptomyces sp. NBRC 109436 (high GC Gram+),GCF_001652895.1,,yes,major,sp.,NBRC 109436,National Institute of Technology and Evaluation Biological Resource Center,1559982
GCF_001653115.1,PRJDB4777,ASM165311v1,Contig,na,SAMD00051289,2016-05-07,GCA_001653115.1,full,Streptomyces,Streptomyces sp. F-3 (high GC Gram+),GCF_001653115.1,,yes,major,sp.,GCF_001653115.1,"Shandong University, LushanWang",1840095
GCF_001653515.1,PRJNA322581,ASM165351v1,Contig,na,SAMN05163630,2016-05-31,GCA_001653515.1,full,Streptomyces,Streptomyces sp. ERV7 (high GC Gram+),GCF_001653515.1,,yes,major,sp.,ERV7,"Centre for Microbial Ecology and Genoics, University of Pretoria,",1322334
GCF_001654495.1,PRJNA321638,ASM165449v1,Complete Genome,na,SAMN05161780,2016-06-02,GCA_001654495.1,full,Streptomyces,Streptomyces sp. SAT1 (high GC Gram+),GCF_001654495.1,,yes,major,sp.,SAT1,Beijing Forestry University,1849967
GCF_001660045.1,PRJNA320204,ASM166004v1,Complete Genome,na,SAMN04924834,2016-06-08,GCA_001660045.1,full,Streptomyces,Streptomyces parvulus (high GC Gram+),GCF_001660045.1,Representative Genome,yes,major,parvulus,2297,Ibaraki University College of Agriculture,146923
GCF_001661615.1,PRJNA293375,ASM166161v1,Scaffold,na,SAMN04004091,2016-06-10,GCA_001661615.1,full,Streptomyces,Streptomyces albus (high GC Gram+),GCF_001661615.1,,yes,major,albus,NRRL B-12378,USDA/ARS/NCAUR,1888
GCF_001672315.1,PRJNA317393,ASM167231v1,Contig,na,SAMN04606695,2016-06-20,GCA_001672315.1,full,Streptomyces,Streptomyces sp. H-KF8 (high GC Gram+),GCF_001672315.1,,yes,major,sp.,H-KF8,Universidad del Desarrollo,1727216
GCF_001685355.1,PRJNA327477,ASM168535v1,Complete Genome,na,SAMN05335414,2016-07-15,GCA_001685355.1,full,Streptomyces,Streptomyces lincolnensis (high GC Gram+),GCF_001685355.1,,yes,major,lincolnensis,NRRL 2936,shanghaijiaotong university,1915
GCF_001687325.1,PRJNA315873,ASM168732v1,Scaffold,na,SAMN04571751,2016-07-19,GCA_001687325.1,full,Streptomyces,Streptomyces sp. PTY087I2 (high GC Gram+),GCF_001687325.1,,yes,major,sp.,PTY087I2,University of Connecticut,1819298
GCF_001693675.1,PRJNA329150,ASM169367v1,Complete Genome,na,SAMN05392246,2016-07-26,GCA_001693675.1,full,Streptomyces,Streptomyces clavuligerus (high GC Gram+),GCF_001693675.1,,yes,major,clavuligerus,F613-1,Shandong Jianzhu University,1901
GCF_001700505.1,PRJNA293375,ASM170050v1,Scaffold,na,SAMN05326639,2016-08-05,GCA_001700505.1,full,Streptomyces,Streptomyces mutomycini (high GC Gram+),GCF_001700505.1,Representative Genome,yes,major,mutomycini,NRRL B-65393,USDA/ARS/NCAUR,284036
GCF_001700515.1,PRJNA293375,ASM170051v1,Scaffold,na,SAMN05326726,2016-08-05,GCA_001700515.1,full,Streptomyces,Streptomyces lushanensis (high GC Gram+),GCF_001700515.1,Representative Genome,yes,major,lushanensis,NRRL B-24994,USDA/ARS/NCAUR,1434255
GCF_001704195.1,PRJNA336086,ASM170419v1,Complete Genome,na,SAMN04338613,2016-08-12,GCA_001704195.1,full,Streptomyces,Streptomyces sampsonii (high GC Gram+),GCF_001704195.1,,yes,major,sampsonii,KJ40,Sichuan Agricultural University,42239
GCF_001704635.1,PRJNA328181,ASM170463v1,Contig,na,SAMN05366068,2016-08-14,GCA_001704635.1,full,Streptomyces,Streptomyces sparsogenes (high GC Gram+),GCF_001704635.1,Representative Genome,yes,major,sparsogenes,ATCC 25498,Tianjin University of Commerce,67365
GCF_001705785.1,PRJNA318960,ASM170578v1,Scaffold,na,SAMN04870507,2016-08-16,GCA_001705785.1,full,Streptomyces,Streptomyces hygroscopicus subsp. hygroscopicus (high GC Gram+),GCF_001705785.1,Representative Genome,yes,major,hygroscopicus,OsiSh-2,Hunan University,68042
GCF_001715295.1,PRJNA326870,ASM171529v1,Scaffold,na,SAMN05293542,2016-08-29,GCA_001715295.1,full,Streptomyces,Streptomyces griseus (high GC Gram+),GCF_001715295.1,,yes,major,griseus,BIG105,"National Academy of Agricultural Science, Rural Development Adminstration",1911
GCF_001723055.1,PRJNA293375,ASM172305v1,Scaffold,na,SAMN05557883,2016-09-11,GCA_001723055.1,full,Streptomyces,Streptomyces niveus (high GC Gram+),GCF_001723055.1,,yes,major,niveus,NRRL 2466,USDA/ARS/NCAUR,193462
GCF_001723065.1,PRJNA293375,ASM172306v1,Scaffold,na,SAMN05552974,2016-09-11,GCA_001723065.1,full,Streptomyces,Streptomyces rubidus (high GC Gram+),GCF_001723065.1,,yes,major,rubidus,NRRL B-24619,USDA/ARS/NCAUR,310780
GCF_001723075.1,PRJNA293375,ASM172307v1,Scaffold,na,SAMN05557884,2016-09-11,GCA_001723075.1,full,Streptomyces,Streptomyces niveus (high GC Gram+),GCF_001723075.1,,yes,major,niveus,NRRL 2449,USDA/ARS/NCAUR,193462
GCF_001723115.1,PRJNA293375,ASM172311v1,Scaffold,na,SAMN05558833,2016-09-11,GCA_001723115.1,full,Streptomyces,Streptomyces griseus (high GC Gram+),GCF_001723115.1,,yes,major,griseus,NRRL B-2165,USDA/ARS/NCAUR,1911
GCF_001729485.1,PRJNA341548,ASM172948v1,Complete Genome,na,SAMN05725998,2016-09-16,GCA_001729485.1,full,Streptomyces,Streptomyces lydicus (high GC Gram+),GCF_001729485.1,,yes,major,lydicus,103,Tianjin University,47763
GCF_001735805.1,PRJNA338069,ASM173580v1,Complete Genome,na,SAMN05520841,2016-09-20,GCA_001735805.1,full,Streptomyces,Streptomyces fodineus (high GC Gram+),GCF_001735805.1,Representative Genome,yes,major,fodineus,TW1S1,Chungnam National University,1904616
GCF_001746285.1,PRJNA338712,ASM174628v1,Scaffold,na,SAMN05567309,2016-09-25,GCA_001746285.1,full,Streptomyces,Streptomyces sp. EN16 (high GC Gram+),GCF_001746285.1,,yes,major,sp.,EN16,"i3S, University of Porto",212773
GCF_001746295.1,PRJNA338715,ASM174629v1,Scaffold,na,SAMN05567319,2016-09-25,GCA_001746295.1,full,Streptomyces,Streptomyces sp. LUP47B (high GC Gram+),GCF_001746295.1,,yes,major,sp.,LUP47b,"i3S, University of Porto",1890286
GCF_001746305.1,PRJNA341316,ASM174630v1,Contig,na,SAMN05717680,2016-09-25,GCA_001746305.1,full,Streptomyces,Streptomyces sp. EN23 (high GC Gram+),GCF_001746305.1,,yes,major,sp.,EN23,"i3S, University of Porto",212774
GCF_001746315.1,PRJNA338713,ASM174631v1,Scaffold,na,SAMN05567316,2016-09-25,GCA_001746315.1,full,Streptomyces,Streptomyces sp. EN27 (high GC Gram+),GCF_001746315.1,,yes,major,sp.,EN27,"i3S, University of Porto",211464
GCF_001746365.1,PRJNA341317,ASM174636v1,Scaffold,na,SAMN05717681,2016-09-25,GCA_001746365.1,full,Streptomyces,Streptomyces sp. LUP30 (high GC Gram+),GCF_001746365.1,,yes,major,sp.,LUP30,"i3S, University of Porto",1890285
GCF_001746415.1,PRJNA302687,ASM174641v1,Contig,na,SAMN04277419,2016-09-26,GCA_001746415.1,full,Streptomyces,Streptomyces agglomeratus (high GC Gram+),GCF_001746415.1,,yes,major,agglomeratus,6-3-2,Chinese Academy of Sciences,285458
